1	2
1	3
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	13
1	14
1	16
1	17
1	24
1	29
1	30
1	34
1	37
1	38
1	43
1	44
1	49
1	54
1	61
1	69
1	70
1	76
1	78
1	82
1	84
1	88
1	101
1	116
1	118
1	119
1	122
1	123
1	138
1	141
1	143
1	145
1	153
1	157
1	176
1	177
1	180
1	182
1	202
1	203
1	204
1	206
1	214
1	231
1	235
1	238
1	241
1	251
1	260
1	273
1	277
1	281
1	284
1	286
1	288
1	292
1	293
1	299
1	311
1	316
1	320
1	322
1	325
1	327
1	328
1	330
1	331
1	338
1	349
1	355
1	358
1	362
1	365
1	377
1	379
1	380
1	386
1	387
1	401
1	404
1	411
1	412
1	413
1	415
1	417
1	419
1	422
1	423
1	435
1	439
1	441
1	447
1	450
1	452
1	470
1	475
1	476
1	477
1	485
1	486
1	487
1	489
1	496
1	501
1	505
1	506
1	529
1	536
1	537
1	545
1	550
1	552
1	558
1	565
1	566
1	577
1	579
1	580
1	583
1	585
1	597
1	598
1	603
1	607
1	608
1	624
1	625
1	635
1	636
1	637
1	638
1	639
1	642
1	646
1	647
1	654
1	657
1	669
1	670
1	675
1	677
1	678
1	684
1	687
1	690
1	695
1	699
1	705
1	706
1	708
1	709
1	710
1	715
1	717
1	726
1	733
1	735
1	737
1	740
1	743
1	749
1	771
1	776
1	778
1	785
1	788
1	792
1	799
1	802
1	811
1	814
1	821
1	822
1	829
1	836
1	837
1	847
1	859
1	864
1	874
1	884
1	887
1	903
1	906
1	918
1	919
1	922
1	929
1	932
1	936
1	937
1	938
1	939
1	943
1	945
1	950
1	951
1	965
1	966
1	978
1	986
1	988
1	995
1	996
1	1000
1	1003
1	1008
1	1018
1	1021
1	1022
1	1027
1	1028
1	1029
1	1034
1	1038
1	1041
1	1042
1	1047
1	1048
1	1051
1	1053
1	1055
1	1057
2	63
5	17
5	43
5	52
5	145
5	180
5	379
5	422
5	642
5	687
5	859
5	903
5	929
6	59
6	61
6	122
6	130
6	143
6	170
6	176
6	213
6	225
6	263
6	311
6	363
6	391
6	413
6	705
8	16
8	29
8	70
8	81
8	204
8	485
8	754
8	773
8	995
8	1017
8	1048
10	6
10	11
10	12
10	13
10	14
10	15
10	17
10	18
10	19
10	20
10	21
10	22
10	25
10	29
10	30
10	31
10	32
10	35
10	40
10	41
10	43
10	46
10	53
10	54
10	56
10	58
10	59
10	60
10	61
10	64
10	76
10	81
10	82
10	88
10	89
10	96
10	101
10	105
10	107
10	112
10	116
10	117
10	118
10	119
10	122
10	124
10	125
10	126
10	127
10	130
10	134
10	143
10	146
10	152
10	156
10	157
10	158
10	166
10	170
10	173
10	176
10	177
10	180
10	186
10	194
10	201
10	202
10	204
10	206
10	220
10	223
10	225
10	235
10	242
10	244
10	249
10	260
10	263
10	266
10	267
10	270
10	271
10	274
10	277
10	279
10	281
10	288
10	291
10	292
10	293
10	301
10	305
10	311
10	320
10	324
10	329
10	338
10	339
10	340
10	343
10	345
10	353
10	357
10	358
10	362
10	363
10	373
10	374
10	379
10	380
10	383
10	384
10	389
10	407
10	413
10	414
10	419
10	423
10	435
10	439
10	447
10	470
10	474
10	475
10	476
10	489
10	509
10	511
10	512
10	513
10	521
10	529
10	533
10	536
10	545
10	547
10	552
10	559
10	564
10	569
10	577
10	597
10	598
10	599
10	602
10	605
10	608
10	617
10	620
10	625
10	631
10	643
10	657
10	690
10	692
10	698
10	708
10	709
10	713
10	717
