1	6
1	20
1	23
2	20
2	26
2	30
3	13
4	21
4	5
4	30
5	26
5	20
5	6
6	5
6	23
6	7
7	5
7	19
7	24
8	5
8	20
8	28
9	26
9	29
9	18
10	31
10	21
10	30
11	30
11	12
12	11
12	18
12	29
13	3
13	6
13	30
14	5
14	26
14	20
15	26
15	6
15	5
16	11
16	18
17	29
18	29
18	11
18	16
19	24
19	7
19	20
20	5
20	21
20	23
21	5
21	6
21	7
22	15
22	5
22	21
23	6
23	25
23	27
24	21
24	7
24	19
25	19
25	27
25	30
26	4
26	20
26	5
27	19
27	30
28	8
28	18
29	21
29	18
29	12
30	6
30	25
30	27
