1	3
1	4
1	6
1	7
1	8
1	9
1	11
1	12
1	13
1	14
1	16
1	19
1	21
1	22
1	23
1	26
1	27
1	30
1	31
1	32
1	33
1	34
1	35
1	36
1	37
1	38
1	51
1	53
1	54
1	55
1	56
1	57
1	58
1	60
1	61
1	62
1	64
1	65
1	66
1	69
1	72
1	73
1	74
1	75
1	77
1	82
1	83
1	88
1	90
1	92
1	93
1	94
1	95
1	100
1	103
1	108
1	109
1	117
1	121
1	124
1	127
1	142
1	144
1	145
1	154
1	161
1	166
1	167
1	173
1	190
1	192
1	196
1	200
1	209
1	214
1	215
1	216
1	217
1	223
1	231
1	232
1	236
1	238
1	239
1	240
1	243
1	246
1	248
1	252
1	262
1	265
1	271
1	272
1	275
1	276
1	278
1	279
1	280
1	283
1	285
1	290
1	291
1	292
1	294
1	295
1	297
1	298
1	300
1	302
1	308
1	311
1	318
1	320
1	321
1	322
1	323
1	324
1	327
1	328
1	331
1	332
1	333
1	336
1	338
1	341
1	344
1	345
1	346
1	349
1	350
1	351
1	353
1	354
1	359
1	360
1	361
1	372
1	373
1	378
1	381
1	383
1	385
1	389
1	390
1	391
1	393
1	394
3	6
3	7
3	8
3	10
3	11
3	14
3	15
3	16
3	18
3	21
3	22
3	24
3	25
3	26
3	27
3	28
3	32
3	33
3	34
3	38
3	42
3	43
3	46
3	51
3	52
3	53
3	54
3	55
3	56
3	57
3	58
3	60
3	62
3	63
3	64
3	65
3	66
3	67
3	72
3	77
3	88
3	90
3	92
3	94
3	109
3	115
3	117
3	125
3	137
3	148
3	153
3	159
3	166
3	201
3	202
3	217
3	242
3	247
3	291
3	292
3	392
3	395
1	3
1	4
6	11
6	14
6	20
6	21
6	22
6	26
6	27
6	28
6	32
6	33
6	34
6	37
6	38
6	40
6	42
6	43
6	46
6	53
6	54
6	55
6	56
6	57
6	58
6	60
6	64
6	65
6	66
6	72
6	85
6	88
6	90
6	94
6	153
6	200
6	204
6	223
6	265
6	378
6	394
1	6
3	6
1	7
3	7
1	8
3	8
9	16
9	30
9	43
9	52
9	67
9	167
1	9
10	18
10	57
10	62
10	109
3	10
11	21
1	11
3	11
6	11
1	12
13	30
1	13
14	16
14	19
14	22
14	24
14	25
14	30
14	35
14	42
14	46
14	53
14	56
14	58
14	60
14	63
14	67
14	72
14	73
14	74
14	75
14	77
14	83
14	85
14	90
14	93
14	94
14	95
14	109
14	137
14	149
14	154
14	161
14	166
14	173
14	192
14	201
14	202
14	217
14	223
14	242
14	247
14	290
14	291
14	292
14	297
14	298
14	302
14	315
14	350
14	391
1	14
3	14
6	14
15	30
15	54
3	15
16	29
16	51
16	393
1	16
3	16
9	16
14	16
3	18
10	18
1	19
14	19
6	20
21	30
21	53
21	54
21	55
21	60
21	65
1	21
3	21
6	21
11	21
22	60
1	22
3	22
6	22
14	22
1	23
24	30
24	31
24	35
24	52
24	67
24	69
24	100
24	117
3	24
14	24
25	54
25	60
25	67
3	25
14	25
26	46
26	54
26	55
26	60
26	64
26	65
26	90
26	94
26	148
1	26
3	26
6	26
27	60
1	27
3	27
6	27
28	93
3	28
6	28
29	137
16	29
30	31
30	51
30	52
30	67
30	72
30	75
30	83
30	93
30	95
30	167
1	30
9	30
13	30
14	30
15	30
21	30
24	30
31	52
31	54
31	67
31	72
31	93
31	95
31	167
1	31
24	31
30	31
32	60
32	90
32	94
32	395
1	32
3	32
6	32
33	55
33	60
33	61
33	65
33	90
33	94
1	33
3	33
6	33
34	60
34	61
34	65
34	153
1	34
3	34
6	34
35	67
35	72
35	95
35	167
1	35
14	35
24	35
36	60
1	36
37	38
37	60
37	65
1	37
6	37
38	60
38	65
1	38
3	38
6	38
37	38
40	67
6	40
42	60
42	85
3	42
6	42
14	42
3	43
6	43
9	43
3	46
6	46
14	46
26	46
1	51
3	51
16	51
30	51
52	67
52	72
52	247
3	52
9	52
24	52
30	52
31	52
53	67
1	53
3	53
6	53
14	53
21	53
54	67
1	54
3	54
6	54
15	54
21	54
25	54
26	54
31	54
55	60
55	64
55	65
55	67
55	72
55	82
55	92
55	124
55	137
55	144
55	145
55	153
55	167
55	272
55	392
1	55
3	55
6	55
21	55
26	55
33	55
56	67
56	82
56	90
56	94
56	117
56	137
1	56
3	56
6	56
14	56
57	62
1	57
3	57
6	57
10	57
58	117
1	58
3	58
6	58
14	58
1	60
3	60
6	60
14	60
21	60
22	60
25	60
26	60
27	60
32	60
33	60
34	60
36	60
37	60
38	60
42	60
55	60
1	61
33	61
34	61
1	62
3	62
10	62
57	62
3	63
14	63
64	82
1	64
3	64
6	64
26	64
55	64
1	65
3	65
6	65
21	65
26	65
33	65
34	65
37	65
38	65
55	65
1	66
3	66
6	66
67	83
67	93
67	137
3	67
9	67
14	67
24	67
25	67
30	67
31	67
35	67
40	67
52	67
53	67
54	67
55	67
56	67
1	69
24	69
1	72
3	72
6	72
14	72
30	72
31	72
35	72
52	72
55	72
1	73
14	73
74	196
1	74
14	74
75	117
75	154
75	166
75	204
75	291
75	351
1	75
14	75
30	75
1	77
3	77
14	77
82	92
82	124
82	144
1	82
55	82
56	82
64	82
83	137
83	154
1	83
14	83
30	83
67	83
6	85
14	85
42	85
1	88
3	88
6	88
1	90
3	90
6	90
14	90
26	90
32	90
33	90
56	90
92	124
1	92
3	92
55	92
82	92
1	93
14	93
28	93
30	93
31	93
67	93
1	94
3	94
6	94
14	94
26	94
32	94
33	94
56	94
1	95
14	95
30	95
31	95
35	95
1	100
24	100
1	103
108	121
1	108
109	137
1	109
3	109
10	109
14	109
3	115
1	117
3	117
24	117
56	117
58	117
75	117
1	121
108	121
124	144
124	145
124	287
124	322
124	387
124	392
1	124
55	124
82	124
92	124
3	125
1	127
137	153
137	167
137	372
3	137
14	137
29	137
55	137
56	137
67	137
83	137
109	137
1	142
144	204
1	144
55	144
82	144
124	144
145	394
1	145
55	145
124	145
3	148
26	148
14	149
153	395
3	153
6	153
34	153
55	153
137	153
154	167
154	217
154	291
154	297
1	154
14	154
75	154
83	154
