37	1
37	2
37	3
37	9
37	14
9	38
14	38
18	38
19	38
20	38
21	38
22	38
23	38
29	38
30	38
31	38
32	38
33	38
34	38
36	38
4	39
5	39
6	39
7	39
8	39
10	39
11	39
12	39
13	39
15	39
16	39
17	39
18	39
19	39
20	39
21	39
22	39
23	39
24	39
25	39
26	39
27	39
28	39
29	39
30	39
31	39
32	39
33	39
34	39
1	4
1	5
1	6
1	7
1	10
1	11
1	13
1	16
1	36
2	4
2	5
2	6
2	7
2	10
2	11
2	13
2	16
2	36
3	4
3	5
3	6
3	7
3	10
3	11
3	13
3	16
3	36
4	5
4	36
5	8
5	11
5	16
5	17
5	18
5	19
5	23
5	36
6	8
6	11
6	16
6	17
6	18
6	19
6	23
6	36
7	8
7	11
7	16
7	17
7	18
7	19
7	22
7	23
7	36
8	17
8	18
8	23
8	36
10	16
10	17
10	18
10	19
10	20
10	21
10	22
10	23
10	29
10	36
11	17
11	18
11	19
11	20
11	21
11	29
11	36
12	16
12	21
12	22
12	23
12	36
13	16
13	22
13	36
15	10
15	11
15	36
16	19
16	23
16	24
16	25
16	26
16	27
16	28
16	29
16	30
16	31
16	32
16	33
16	34
16	36
17	24
17	25
17	26
17	27
17	28
17	29
17	30
17	31
17	32
17	33
17	34
17	36
18	24
18	25
18	26
18	27
18	28
18	29
18	30
18	32
18	33
18	34
18	35
18	36
19	24
19	25
19	26
19	27
19	28
19	29
19	30
19	31
19	32
19	33
19	34
19	36
20	28
20	29
20	34
20	36
21	28
21	29
21	34
21	36
22	36
23	36
24	36
25	36
26	36
27	36
28	36
29	35
29	36
30	36
31	36
32	36
33	36
34	35
34	36
35	36
36	4
36	5
36	7
36	10
36	11
36	12
36	13
36	15
36	16
