44	1
44	2
44	3
44	4
44	5
44	6
44	34
44	37
44	38
43	45
1	46
2	46
3	46
4	46
5	46
6	46
7	46
8	46
9	46
10	46
11	46
12	46
13	46
14	46
15	46
16	46
17	46
18	46
19	46
20	46
21	46
22	46
23	46
24	46
25	46
26	46
27	46
28	46
29	46
30	46
31	46
32	46
33	46
34	46
35	46
36	46
37	46
38	46
39	46
40	46
41	46
42	46
1	7
1	14
1	15
1	16
1	31
1	43
2	9
2	10
2	11
2	12
2	24
2	27
2	28
2	43
3	9
3	10
3	11
3	12
3	24
3	27
3	28
3	43
4	24
4	43
5	8
5	9
5	10
5	11
5	12
5	24
5	25
5	43
6	24
6	27
6	28
6	43
7	27
7	28
7	31
7	32
7	34
7	35
7	36
7	43
8	23
8	26
8	27
8	28
8	29
8	30
8	33
8	34
8	35
8	37
8	39
8	40
8	41
8	42
8	43
9	22
9	23
9	27
9	28
9	29
9	30
9	34
9	36
9	39
9	40
9	41
9	42
9	43
10	22
10	23
10	26
10	27
10	28
10	29
10	30
10	34
10	35
10	36
10	39
10	40
10	41
10	42
10	43
11	23
11	26
11	27
11	28
11	29
11	33
11	35
11	43
12	23
12	26
12	27
12	28
12	29
12	33
12	35
12	43
13	23
13	28
13	29
13	34
13	35
13	43
14	22
14	23
14	26
14	27
14	28
14	29
14	30
14	33
14	34
14	35
14	37
14	38
14	39
14	40
14	41
14	42
14	43
15	22
15	23
15	26
15	27
15	28
15	29
15	30
15	33
15	34
15	35
15	37
15	38
15	39
15	40
15	42
15	43
16	22
16	26
16	28
16	29
16	33
16	34
16	43
17	22
17	23
17	28
17	33
17	39
17	43
18	22
18	27
18	28
18	29
18	33
18	37
18	43
19	22
19	23
19	24
19	26
19	27
19	28
19	29
19	33
19	34
19	39
19	40
19	41
19	42
19	43
20	23
20	24
20	26
20	27
20	28
20	29
20	33
20	40
20	43
21	22
21	23
21	24
21	26
21	27
21	28
21	29
21	30
21	33
21	34
21	39
21	40
21	41
21	42
21	43
22	23
22	27
22	28
22	33
22	34
22	39
22	40
22	41
22	42
22	43
23	22
23	24
23	27
23	28
23	29
23	33
23	34
23	39
23	40
23	41
23	42
23	43
24	23
24	28
24	29
24	34
24	35
24	41
24	43
25	23
25	34
25	43
26	22
26	23
26	27
26	28
26	33
26	34
26	36
26	37
26	39
26	40
26	41
26	42
26	43
27	28
27	33
27	34
27	35
27	36
27	37
27	38
27	39
27	41
27	42
27	43
28	27
28	33
28	34
28	35
28	36
28	37
28	43
29	22
29	23
29	27
29	28
29	33
29	34
29	39
29	40
29	41
29	42
29	43
30	22
30	23
30	27
30	28
30	33
30	34
30	39
30	41
30	42
30	43
31	27
31	28
31	34
31	37
31	43
32	27
32	28
32	34
32	35
32	37
32	43
33	27
33	34
33	43
34	35
34	43
35	34
35	43
36	27
36	33
36	34
36	35
36	43
37	43
38	43
39	43
40	43
41	43
42	43
43	8
43	9
43	10
43	11
43	12
43	13
43	14
43	15
43	16
43	17
43	18
43	19
43	20
43	21
43	22
43	23
43	24
43	25
43	26
43	27
43	28
43	29
43	30
43	31
43	33
43	34
43	38
